pass_avsc,CCHV_1,CCHV_2,CCHV_3,CCHV_4,CCHV_5,CCHV_6,AverageDTBHK,AverageSOTCHK,AverageDRL,NumSems,performance_cluster,WeightedPerformance,SlopeDTBHK,SlopeSOTCHK,SlopeDRL,StabilityDTBHK,StabilitySOTCHK,StabilityDRL,SlopeToStabilityDTBHK,SlopeToStabilitySOTCHK,SlopeToStabilityDRL
0,0,0,0,0,0,0,0.602961452860555,0.5800510698717,0.7903991364948638,0.5,0.0,0.5904576602014241,0.7323032444154615,0.7323032444154615,0.7323032444154615,0.24352356926439164,0.6188641806931511,0.12132283065071277,0.5838789100926005,0.6944408644082503,0.0
0,2,0,0,0,0,0,0.33382084459774963,0.61479386626709,0.3323796791822977,0.625,1.0,0.2588315511594795,0.7146098683207522,0.7146098683207522,0.7146098683207522,0.5527673790455718,0.5510790667842256,0.5879224578590633,0.5149628626702957,0.6938679192315379,0.0
0,4,0,0,0,0,0,0.7366809797019481,0.5901177561197903,0.669229484870615,0.625,1.0,0.6542357379558711,0.7118647713955746,0.7118647713955746,0.7118647713955746,0.09618148810022861,0.6153147685906226,0.23247610041691885,0.5618156386389308,0.6937246072368034,0.0
0,2,0,0,0,0,0,0.5403210730131542,0.5614876564735836,0.8208300262924083,0.875,1.0,0.5470712255634288,0.6710870125202447,0.6710870125202447,0.6710870125202447,0.2886708286016553,0.5545780087680084,0.22506700966422605,0.4230189151791889,0.6921656280184404,0.0
0,0,0,0,0,0,0,0.2738382252859481,0.4728185648930253,0.6754349079989609,0.125,0.5,0.2713520141987444,0.8874002482025753,0.8874002482025753,0.8874002482025753,0.4322167961625832,0.12077507115936219,0.18095067975713458,0.8006322696940541,0.7225300404162855,0.0
2,0,0,0,0,0,0,0.959708762252158,0.716441249381723,0.8779578115016011,0.375,0.0,0.9319976832387473,0.7301107645818551,0.7301107645818551,0.7301107645818551,0.10988074645032042,0.20138356896116325,0.1716724784525132,0.6658938358634028,0.6961511615395922,0.0
0,0,0,0,0,0,0,0.8035418554210823,0.5355867755486736,0.660116346986565,0.625,1.0,0.6804919894293686,0.7134787145988735,0.7134787145988735,0.7134787145988735,0.1624254263228601,0.41265384962311763,0.7356152861122317,0.5445391930166953,0.6939557585691346,0.0
0,0,0,0,0,0,0,0.7850621964222992,0.5707542152823569,0.7669914805188143,0.625,0.0,0.7139122421643033,0.7116293578855496,0.7116293578855496,0.7116293578855496,0.2010686796366258,0.3509134694045715,0.2525565967423865,0.5299412930441282,0.6939347678899941,0.0
0,0,0,0,0,0,0,0.6699170509611861,0.5899211461942536,0.5071311531078442,0.5,1.0,0.5532667737585366,0.7512077330222182,0.7512077330222182,0.7512077330222182,0.21045969990975347,0.5266691991385595,0.5588223423189819,0.6587230131885311,0.6953901828447979,0.0
0,0,0,0,0,0,0,0.7546278206291722,0.48159133525380965,0.7871939294394991,0.625,0.0,0.6649159442387985,0.6373372289108298,0.6373372289108298,0.6373372289108298,0.31983544054839863,0.5277039094727866,0.2474565479070443,0.3564748535315952,0.6907225257155222,0.0
0,2,0,0,0,0,0,0.37245208760709264,0.7965997700454183,0.5032733452056476,0.75,1.0,0.40901778163146846,0.6529147745496015,0.6529147745496015,0.6529147745496015,0.3285222881600024,0.40975983017650597,0.5295225802122975,0.39339813631477283,0.6908009200893572,0.0
0,0,0,0,0,0,0,0.8121987078460725,0.46446477205772635,0.6549341296563367,0.75,1.0,0.6589223525551408,0.7019608674179642,0.7019608674179642,0.7019608674179642,0.16275701001606654,0.37521005822116604,0.442346140625335,0.4960032084859528,0.6933544427256364,0.0
0,5,4,0,0,0,0,0.6512430059281786,0.36478558458248167,0.6593222368921164,0.875,1.0,0.5047026215038223,0.6834329322652287,0.6834329322652287,0.6834329322652287,0.6582903137490755,0.6431803420884509,0.6024338157701642,0.4790350896989601,0.692749057303746,0.0
0,0,0,0,0,0,0,0.812421253371582,0.6461991003071744,0.7075580944410731,0.625,0.0,0.7430681242250565,0.6841271156526217,0.6841271156526217,0.6841271156526217,0.10139364009635088,0.38389736960700777,0.932148095117803,0.37651735688799376,0.6923662482714579,0.0
0,0,0,0,0,0,0,0.6917669699564438,0.4992433904912311,0.6678225329454867,0.75,1.0,0.5870396033782279,0.6512870150913499,0.6512870150913499,0.6512870150913499,0.3691092043316075,0.25041975873276445,0.5763435790380289,0.4017855173604996,0.6891401971154923,0.0
2,0,0,0,0,0,0,0.878821257894211,0.5843055000613244,0.8633157472320548,0.5,0.0,0.8187836162170642,0.6968971212872913,0.6968971212872913,0.6968971212872913,0.08852449588283583,0.3048817856080165,0.19077041089478436,0.45517472938764625,0.6929939855961486,0.0
0,0,0,0,0,0,0,0.6254951658382867,0.5747015634754647,0.6325146488568153,0.875,1.0,0.5548071236895462,0.717807746086771,0.717807746086771,0.717807746086771,0.1931637718881303,0.6087723144150222,0.2895984807809964,0.5531736582179054,0.6939400086694713,0.0
0,0,0,0,0,0,0,0.7939996989581859,0.616538882849285,0.6822196573182685,0.5,0.0,0.7104347935309618,0.7441612386041497,0.7441612386041497,0.7441612386041497,0.23044892962963848,0.0673239255040091,0.4113628633505625,0.6241835822872979,0.7038243906060894,0.0
0,0,0,0,0,0,0,0.8644148644711895,0.5881698178796937,0.8575393600176344,0.5,0.0,0.8077439941245386,0.7088113995025931,0.7088113995025931,0.7088113995025931,0.08177563156490412,0.33954430347119324,0.19361124558665926,0.5472985691257382,0.6937758141950683,0.0
0,0,0,0,0,0,0,0.9039283034545091,0.4273652532907605,0.9167714285982435,0.625,0.0,0.7962894706369581,0.7092107226144295,0.7092107226144295,0.7092107226144295,0.12506271716668987,0.3275224188683732,0.2849355252592267,0.5340266614830993,0.6938141894889931,0.0
1,2,0,0,0,0,0,0.5021216542257932,0.5787057354082977,0.640591915631873,0.0,0.5,0.46783891073565675,0.24877607029041116,0.24877607029041116,0.24877607029041116,0.6433740097631359,0.07415213739999846,0.36119562376491215,7.850462293418876e-17,0.5868944529353711,0.0
0,0,0,0,0,0,0,0.8260262232307725,0.5929886158659629,0.7826419412673168,0.625,0.0,0.7573441050918733,0.6984628433084086,0.6984628433084086,0.6984628433084086,0.1419101535080825,0.44585583143682284,0.40216715501147,0.4786806293749875,0.6931942321690598,0.0
0,2,1,0,0,0,0,0.3978686727150701,0.4130981145301687,0.6752225029369777,0.75,1.0,0.3407028438593886,0.6567002723665891,0.6567002723665891,0.6567002723665891,0.4040084270227012,0.4149264004997329,0.19987783555458505,0.41953767580520906,0.691026849886558,0.0
0,2,2,2,0,0,0,0.3594681747316953,0.523646657996583,0.5009240980955186,0.75,1.0,0.29773411756062745,0.6021440834230123,0.6021440834230123,0.6021440834230123,0.6036220050426062,0.3849300264334062,0.5449774315981354,0.3818411795988006,0.6878323381621818,0.0
0,0,0,0,0,0,0,0.6928852550164214,0.5321562898695239,0.8087910211742775,0.5,0.0,0.6449459561115027,0.7619243019332916,0.7619243019332916,0.7619243019332916,0.2771477831920817,0.4901262656981123,0.10706520580065253,0.6485268946815906,0.6960028025716718,0.0
0,4,0,0,0,0,0,0.5948924490155342,0.5975067772763892,0.5667744496234634,0.75,1.0,0.5197212756082735,0.7261884788295259,0.7261884788295259,0.7261884788295259,0.24762475843425968,0.601818062928602,0.3264291577054895,0.565361441014646,0.6942484029663757,0.0
2,0,0,0,0,0,0,0.9294571058852392,0.5728504369909625,0.8265883238912662,0.5,0.0,0.840204683983177,0.7104621774205107,0.7104621774205107,0.7104621774205107,0.07261755035808273,0.3496281749506634,0.26330361151150417,0.5674388319495551,0.6938658649792289,0.0
0,0,0,0,0,0,0,0.8109643217555177,0.5618914631814421,0.8150534505832358,0.5,0.0,0.7450552267391786,0.7145390889144242,0.7145390889144242,0.7145390889144242,0.12899257179327722,0.24316005405049138,0.11013155444263759,0.5610003665095703,0.6943960187394709,0.0
0,0,0,0,0,0,0,0.658883220356066,0.561473652304954,0.5652037802174208,0.5,1.0,0.5531045321542252,0.7469528580612078,0.7469528580612078,0.7469528580612078,0.2084339696430281,0.5877872665452153,0.46052361445738904,0.6460966988796313,0.6950343851577784,0.0
0,0,0,0,0,0,0,0.5174784966495505,0.6430505673470527,0.6739679695193813,0.125,0.5,0.513600335264821,0.4677598012955355,0.4677598012955355,0.4677598012955355,0.5204756377764522,0.6918461419032351,0.2980144611778778,0.18085072670083835,0.6859921799371977,0.0
0,0,0,0,0,0,0,0.8144073967702353,0.6200200129227076,0.966696548475015,0.5,0.0,0.8174037480248313,0.6871496083756116,0.6871496083756116,0.6871496083756116,0.16810098919561708,0.3026029360170193,0.11778830492437356,0.43571638132672585,0.6923148131632942,0.0
0,0,0,0,0,0,0,0.7248610949355807,0.6019772216675623,0.7805181675688332,0.5,0.0,0.6853546220511291,0.7564845466925029,0.7564845466925029,0.7564845466925029,0.2582515387289753,0.4338732539589377,0.1790822152415345,0.6444184134932397,0.6960544071875338,0.0
0,0,0,0,0,0,0,0.7727190529952046,0.6749524712843463,0.6383966667615611,0.625,0.0,0.7023789975372187,0.6988234973252865,0.6988234973252865,0.6988234973252865,0.1080380851758045,0.40869995795574227,0.8283189140292265,0.4746726572247655,0.6931946110597035,0.0
2,0,0,0,0,0,0,0.6329226260599112,0.7164365526786619,0.7309536494405968,0.0,0.5,0.6440693150659978,0.5645271227800935,0.5645271227800935,0.5645271227800935,0.1907379036014201,0.44491282439999036,0.11851851851851854,1.5700924586837752e-16,0.6867349304037567,0.0
0,4,0,3,0,0,0,0.4480108701561698,0.47707791973924774,0.5249532880047436,0.625,1.0,0.3534897806429658,0.745691180419118,0.745691180419118,0.745691180419118,0.41478513726349253,0.6172027415657048,0.4110238661969762,0.5725886256869963,0.6949150940055033,0.0
0,0,0,0,0,0,0,0.7417497177348024,0.5821661346128967,0.6952093356571094,0.625,0.0,0.6633106441340411,0.6586691119042911,0.6586691119042911,0.6586691119042911,0.26192508082004684,0.18228422590648577,0.3272221701679985,0.3823621430353798,0.6885293956484239,0.0
2,0,0,0,0,0,0,0.856462029309837,0.5416253937702458,0.8675641243489594,0.625,0.0,0.7878549329147254,0.6992723453830226,0.6992723453830226,0.6992723453830226,0.22980904947538439,0.3857652709861388,0.1779254437527533,0.48901625489841977,0.6932073723849949,0.0
1,2,0,0,0,0,0,0.48090974482989424,0.37676489060915674,0.6709553992105171,0.5,1.0,0.38717101799057485,0.7094502978688354,0.7094502978688354,0.7094502978688354,0.07598454679304807,0.2571096828176527,0.4805130930302418,0.5560503155856329,0.6939359861499157,0.0
0,0,0,0,0,0,0,0.8207224497694521,0.5816135515840063,0.7937926833722092,0.5,0.0,0.752776107857434,0.6773285036347483,0.6773285036347483,0.6773285036347483,0.14405419700396965,0.45442675051670917,0.16301017420926792,0.37912037054764147,0.6921992703242198,0.0
0,0,0,0,0,0,0,0.8589758815473811,0.5196026305343535,0.8720999552149906,0.625,0.0,0.7830091010505318,0.6956158973853146,0.6956158973853146,0.6956158973853146,0.23688973055031856,0.5301715522638973,0.18718354453211128,0.47861652585473785,0.693110848008192,0.0
2,0,0,0,0,0,0,0.5299379248175291,0.6204212649101978,0.6459019728440065,0.25,0.5,0.5054819250931747,0.8036397233136748,0.8036397233136748,0.8036397233136748,0.3058435970467167,0.2487378523300047,0.3823422174452337,0.7303111211202871,0.7017880099804106,0.0
2,0,0,0,0,0,0,0.8729820731524325,0.6535254194564163,0.8288621378059967,0.5,0.0,0.8291018747149597,0.7271062082182922,0.7271062082182922,0.7271062082182922,0.15480953203345726,0.14146030909815338,0.24194131947304848,0.606755175273944,0.6967436599398559,0.0
2,0,0,0,0,0,0,0.7363516764505561,0.586479553156445,0.8716263708318743,0.625,0.0,0.7171241676374273,0.6979429698312252,0.6979429698312252,0.6979429698312252,0.3468707253540934,0.37819316458610613,0.1773879234807801,0.4899553870977029,0.6931287683410633,0.0
0,0,0,0,0,0,0,0.6902173890709211,0.5968616539823696,0.7036855323528398,0.625,1.0,0.6334267887457566,0.6798145051823773,0.6798145051823773,0.6798145051823773,0.19648306304963295,0.37299080914951416,0.6445813577770932,0.4188979023590898,0.6920916045228689,0.0
0,0,0,0,0,0,0,0.6101741029251198,0.5891745445984296,0.5775671276125557,0.625,1.0,0.5313521438292267,0.7354023421688086,0.7354023421688086,0.7354023421688086,0.26152879237695265,0.3733581861989445,0.6267915898519482,0.5865205910413429,0.6952588730715572,0.0
0,0,0,0,0,0,0,0.9650869474657984,0.6368449731597345,0.9335122320624034,0.5,0.0,0.9242234782000983,0.7293462859946283,0.7293462859946283,0.7293462859946283,0.1165972093026724,0.47646870092673643,0.09956251131390681,0.6525146826141324,0.6946023787590008,0.0
0,0,0,0,0,0,0,0.7925526653568955,0.4525622265172468,0.8441203160950133,0.625,0.0,0.7002941055130776,0.7320794078338764,0.7320794078338764,0.7320794078338764,0.1857679033829771,0.5256384916012387,0.22553242543157193,0.6080975786459472,0.6946074975328795,0.0
0,0,0,0,0,0,0,0.8221640300103483,0.6237495263310986,0.6030822664912714,0.5,0.0,0.7086702276989384,0.7281913928871441,0.7281913928871441,0.7281913928871441,0.19481327532101628,0.2175868951770959,0.7161497214132188,0.5895027260625167,0.6957850625450629,0.0
0,0,0,0,0,0,0,0.5526029830831213,0.5955887923361297,0.6278226127958605,0.875,1.0,0.5072595519789868,0.7225143249606434,0.7225143249606434,0.7225143249606434,0.165953592112936,0.5929766502483285,0.21819194386708532,0.5809419615959498,0.694125975449047,0.0
0,0,0,0,0,0,0,0.746840027146456,0.4012498268298331,0.7672743573955781,0.875,1.0,0.6231089761778842,0.7219832978434111,0.7219832978434111,0.7219832978434111,0.21181047873682765,0.4722864587366833,0.246546238194933,0.5622935887371772,0.6942770871450177,0.0
2,0,2,0,0,0,0,0.5306126684122511,0.5370210280202369,0.7352782066424587,0.25,0.5,0.503605188986088,0.6454373877427869,0.6454373877427869,0.6454373877427869,0.283212962470973,0.3695217726365438,0.40485974108987194,0.3583645871774951,0.6901027644036203,0.0
0,0,0,0,0,0,0,0.7251060310931846,0.6322977624580816,0.7384164833593991,0.625,0.0,0.6833376412045417,0.7379500256840833,0.7379500256840833,0.7379500256840833,0.16485656408931415,0.6360296124193996,0.26940964485317,0.6455960212361647,0.6946071179967604,0.0
0,0,0,0,0,0,0,0.7263473659539271,0.5754033983259511,0.7268674848625019,0.625,0.0,0.6595310605851535,0.7231375114751153,0.7231375114751153,0.7231375114751153,0.2514789454856681,0.6077764454036716,0.1761763472266755,0.5559497628812596,0.6941313833639603,0.0
0,0,0,0,0,0,0,0.6821378981643862,0.4618429569268297,0.6174145830120071,0.625,1.0,0.55004401271392,0.760218620095745,0.760218620095745,0.760218620095745,0.2977205006972803,0.2618092503555349,0.5700674487072382,0.6345166035758899,0.6979560502932795,0.0
2,0,0,0,0,0,0,0.9548701865044553,0.6798069655041837,0.9121939268817529,0.375,0.0,0.925784623284132,0.7011217759688868,0.7011217759688868,0.7011217759688868,0.13858051848234815,0.22428497433017883,0.2064810200472034,0.49122916072372164,0.6932446679291089,0.0
0,0,0,0,0,0,0,0.8214830788842987,0.5605245268946653,0.8843157099736644,0.625,0.0,0.7743748516692718,0.7132350522518209,0.7132350522518209,0.7132350522518209,0.125974856076478,0.390505415028074,0.23643981081745044,0.5553826567554172,0.6939718653645279,0.0
